,word,lang,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,es_zipf,ca_zipf,it_zipf,fr_zipf,pt_zipf,de_zipf,sv_zipf,pl_zipf,ru_zipf
2811,actual,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4.85,5.19,5.3,2.39,2.55,4.28,2.64,2.67,2.25,2.21
2812,levantar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.4,1.67,0.0,0.0,4.63,0.0,0.0,0.0,0.0
2813,rosa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4.71,4.8,4.82,3.71,4.8,4.37,4.58,3.81,2.32
2814,llegar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.36,5.38,3.12,1.23,1.14,1.66,1.01,0.0,0.0,0.0
2815,maestro,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,4.83,3.05,4.75,3.31,3.78,3.31,3.16,3.12,2.7
2816,pista,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.91,4.55,4.78,4.48,1.76,4.7,1.81,1.29,1.47,1.25
2817,padre,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.11,5.36,3.45,5.42,3.12,4.79,2.87,2.8,3.1,1.85
2818,costa,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,5.02,5.21,5.05,4.03,5.04,4.09,3.9,3.87,3.16
2819,división,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,4.67,2.87,1.82,1.32,1.59,2.53,1.78,2.11,0.0
2820,sábana,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,sustancia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.05,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,favor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.58,5.48,5.37,3.13,2.43,5.44,2.53,2.78,2.77,2.07
2823,conectar,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.06,2.52,0.0,0.0,4.02,0.0,0.0,0.0,0.0
2824,correo,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,4.77,2.77,1.99,1.66,2.35,1.51,1.32,1.15,0.0
2825,gastar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.17,4.2,0.0,0.0,4.39,0.0,2.48,0.0,0.0
2826,acorde,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4.07,1.19,0.0,0.0,3.75,0.0,0.0,0.0,0.0
2827,grasa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,4.21,1.65,1.04,0.0,1.58,0.0,0.0,0.0,0.0
2828,contento,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.36,1.76,4.54,1.94,2.99,2.29,1.02,1.35,0.0
2829,original,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5.16,4.95,4.91,3.36,4.55,5.13,4.63,3.99,3.52,3.33
2830,cuota,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.23,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,estación,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.35,4.81,2.22,1.61,1.33,1.81,1.2,1.22,0.0,0.0
2832,papá,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,4.73,3.03,2.5,1.24,3.06,1.81,1.12,1.16,1.41
2833,pan de molde,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.19,3.58,1.09,1.36,1.57,3.38,1.79,2.06,1.4,0.0
2834,cobrar,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.23,4.25,0.0,0.0,4.19,0.0,0.0,0.0,0.0
2835,correcto,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.71,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0
2836,bar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,4.94,4.53,4.7,4.84,4.64,4.65,4.55,4.72,4.23,3.29
2837,oferta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,4.65,4.78,1.18,0.0,4.56,0.0,0.0,4.14,0.0
2838,segmento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.99,1.04,3.86,0.0,4.15,0.0,0.0,0.0,0.0
2839,esclavo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.98,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,pato,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,3.95,2.73,2.76,2.28,4.09,1.82,2.06,2.78,0.0
2841,instante,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4.37,1.86,2.13,1.49,4.22,1.02,0.0,0.0,1.09
2842,mercado,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.6,5.16,3.02,2.66,2.46,5.11,2.36,2.17,2.25,1.09
2843,la licenciatura,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,3.91,1.37,0.0,0.0,3.73,1.39,0.0,0.0,0.0
2844,poblar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,2.96,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,polluelo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2846,estimado,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.19,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2847,enemigo,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.67,2.45,0.0,0.0,1.3,0.0,0.0,0.0,0.0
2848,respuesta,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,5.16,2.06,1.56,1.26,1.45,1.04,0.0,0.0,0.0
2849,beber,3,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1.72,4.3,1.68,1.63,1.84,4.8,1.69,1.75,0.0,0.0
2850,ocurrir,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.23,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2851,apoyo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,5.23,2.47,1.42,1.6,1.73,1.1,0.0,0.0,0.0
2852,discurso,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,4.83,2.76,1.51,1.52,4.71,1.33,0.0,0.0,0.0
2853,naturaleza,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.57,4.92,2.41,1.79,1.48,1.64,1.45,0.0,0.0,0.0
2854,rango,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,4.41,1.75,3.8,1.82,2.9,2.15,1.92,1.89,0.0
2855,vapor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.56,4.15,3.98,2.59,2.09,4.04,2.23,2.07,2.21,1.79
2856,movimiento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,5.16,3.08,2.3,1.74,2.59,1.79,1.34,2.1,0.0
2857,sendero,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.71,3.89,1.87,2.0,1.08,2.4,1.38,1.93,0.0,0.0
2858,líquido,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.18,1.1,0.0,0.0,4.17,0.0,0.0,0.0,0.0
2859,iniciar sesión,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.2,1.99,0.0,0.0,1.81,0.0,0.0,0.0,0.0
2860,quiso decir,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.53,1.42,0.0,0.0,1.08,0.0,0.0,0.0,0.0
2861,cociente,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,3.19,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0
2862,dientes,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4.51,1.72,0.0,1.05,1.33,0.0,0.0,0.0,0.0
2863,caparazón,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864,cuello,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.62,2.17,1.44,1.22,1.03,1.02,0.0,0.0,0.0
2865,oxígeno,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.08,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,azúcar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.07,4.46,2.32,0.0,0.0,1.3,1.06,1.16,0.0,0.0
2867,muerte,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.34,5.43,3.43,2.48,2.6,3.04,2.36,2.31,2.36,1.72
2868,bonita,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,4.5,2.68,2.35,2.33,4.82,2.53,2.43,2.41,1.88
2869,habilidad,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,mujeres,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.44,5.5,3.45,2.85,2.36,3.14,2.11,2.5,2.5,0.0
2871,temporada,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.61,4.89,5.24,1.07,1.62,4.96,1.03,0.0,1.31,1.22
2872,solución,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.9,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,imán,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.56,1.13,0.0,0.0,1.1,0.0,0.0,0.0,0.0
2874,plata,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,5.07,4.44,2.9,3.02,3.14,2.87,2.46,3.03,1.64
2875,gracias,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.79,5.86,3.25,2.61,2.52,3.29,2.54,2.87,2.75,2.22
2876,rama,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,4.29,3.47,3.28,3.22,3.33,3.12,3.69,3.51,1.87
2877,juego,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,5.38,2.92,1.65,1.65,1.88,1.46,1.54,1.28,1.13
2878,sufijo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,especialmente,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,5.09,1.91,1.48,0.0,5.05,1.02,0.0,0.0,0.0
2880,higo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,2.93,0.0,1.01,1.31,1.69,1.52,0.0,1.19,0.0
2881,atemorizado,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.48,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0
2882,enorme,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.29,4.8,4.6,4.76,3.36,4.84,3.91,1.18,0.0,0.0
2883,hermana,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.76,4.86,1.99,1.53,1.35,2.07,1.34,1.22,3.25,0.0
2884,acero,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.56,4.31,2.69,3.25,1.4,1.77,1.46,1.77,1.38,0.0
2885,conversar,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,3.92,3.66,0.0,0.0,4.91,0.0,0.0,0.0,0.0
2886,delantero,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,similar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5.21,4.84,4.59,2.27,2.29,4.37,2.6,2.3,2.08,1.76
2888,guía,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,4.56,3.04,1.21,1.19,2.1,1.48,1.25,0.0,0.0
2889,experiencia,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.52,5.15,3.28,1.53,1.41,3.25,1.37,0.0,0.0,0.0
2890,puntaje,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,manzana,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.43,4.15,1.8,1.33,1.92,1.79,1.39,1.06,1.59,1.04
2892,comprado,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.19,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0
2893,dirigió,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894,tono,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,4.55,2.69,4.45,1.94,2.41,2.08,1.69,1.94,0.0
2895,saco,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,4.4,2.61,1.94,1.58,4.64,1.4,3.24,1.28,0.0
2896,masa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,4.63,2.92,2.82,2.37,2.53,2.38,2.81,4.5,1.74
2897,tarjeta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,4.65,2.79,0.0,0.0,1.63,0.0,0.0,0.0,0.0
2898,banda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.99,5.47,4.51,2.77,5.03,2.6,2.84,4.1,2.08
2899,soga,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,3.45,2.63,1.8,1.74,1.77,2.19,0.0,1.81,0.0
2900,deslizar,3,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,2.78,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0
2901,victoria,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.44,4.95,4.15,3.98,4.0,4.03,4.01,4.15,3.99,2.89
2902,sueño,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,4.92,3.06,2.46,1.41,2.66,1.31,0.0,1.28,1.44
2903,tardecita,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2904,condición,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.68,1.72,0.0,0.0,1.09,0.0,0.0,0.0,0.0
2905,alimento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.18,1.78,3.61,0.0,4.14,0.0,0.0,0.0,0.0
2906,herramienta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.56,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,básico,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.34,1.66,0.0,0.0,4.36,0.0,0.0,0.0,0.0
2908,oler,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.25,3.54,0.0,0.0,1.18,0.0,1.06,0.0,0.0,0.0
2909,valle,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.94,4.66,4.11,4.68,2.9,3.62,3.25,3.16,3.29,1.8
2910,ni,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,6.02,5.95,4.02,5.48,3.94,3.77,6.22,4.49,3.68
2911,doble,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.35,4.89,4.89,2.08,2.09,2.37,2.17,1.59,2.16,0.0
2912,asiento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,4.35,1.49,1.24,1.29,0.0,0.0,0.0,0.0,0.0
2913,seguir,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.52,5.34,5.29,2.6,1.65,5.22,1.1,0.0,1.16,0.0
2914,bloquear,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.02,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0
2915,cuadro,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.52,1.87,1.01,1.22,1.32,1.17,0.0,0.0,0.0
2916,sombrero,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.57,4.11,2.6,2.5,2.54,2.23,2.31,2.32,2.33,0.0
2917,vender,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.86,4.63,1.89,2.32,1.27,4.7,0.0,1.36,0.0,0.0
2918,éxito,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.08,2.1,0.0,0.0,1.91,0.0,0.0,0.0,0.0
2919,empresa,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.28,5.39,1.99,1.74,5.35,1.72,1.56,1.5,1.22
2920,sustraer,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,evento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,4.81,1.43,4.89,1.1,5.27,0.0,0.0,0.0,0.0
2922,especial,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.73,5.28,5.26,2.14,2.2,5.34,1.95,1.99,2.12,1.41
2923,acuerdo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,5.61,2.59,1.56,1.43,2.05,1.21,0.0,1.21,0.0
2924,nadar,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.81,3.8,3.0,1.87,2.27,3.85,1.49,1.48,1.22,0.0
2925,término,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.87,1.8,0.0,0.0,4.07,0.0,0.0,0.0,0.0
2926,opuesto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2927,esposa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,4.9,4.55,1.52,1.47,4.99,1.21,1.68,1.44,1.3
2928,zapato,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.22,3.76,1.37,0.0,1.34,1.01,0.0,0.0,1.4,0.0
2929,hombro,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.19,1.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0
2930,untado,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.45,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0
2931,arreglar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.34,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,acampar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,3.29,3.47,0.0,0.0,3.4,0.0,0.0,0.0,0.0
2933,inventar,3,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,3.86,4.18,1.28,0.0,3.96,3.56,0.0,0.0,0.0
2934,algodón,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.09,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,nacido,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.53,2.21,0.0,0.0,1.68,0.0,0.0,0.0,0.0
2936,determinar,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.47,4.48,0.0,0.0,4.39,0.0,0.0,0.0,0.0
2937,cuarto de galón,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,nueve,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.79,4.77,2.11,2.13,1.98,1.45,1.49,1.27,1.09,0.0
2939,camión,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.24,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,ruido,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,4.57,2.22,0.0,0.0,2.34,0.0,0.0,0.0,0.0
2941,nivel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,5.39,2.96,1.39,1.68,3.45,1.63,1.19,1.12,0.0
2942,oportunidad,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.14,2.13,1.06,0.0,1.95,0.0,0.0,0.0,0.0
2943,recolectar,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,tienda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.74,1.96,1.28,1.46,1.39,1.37,1.48,0.0,0.0
2945,tramo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.06,1.35,1.26,0.0,2.0,0.0,0.0,0.0,0.0
2946,lanzar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2947,brillar,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,3.52,3.29,1.41,0.0,0.0,0.0,0.0,0.0,0.0
2948,propiedad,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,4.95,2.08,0.0,1.03,0.0,1.06,0.0,0.0,0.0
2949,columna,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.46,4.42,2.04,1.72,1.48,1.92,0.0,1.37,0.0
2950,molécula,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.3,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0
2951,seleccione,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2.88,1.05,0.0,0.0,1.47,0.0,0.0,0.0,0.0
2952,equivocado,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.35,1.43,0.0,0.0,3.22,0.0,0.0,0.0,0.0
2953,gris,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.62,4.32,4.22,2.65,4.34,2.8,2.61,4.02,2.44,1.76
2954,repetir,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.3,4.39,0.0,0.0,4.35,0.0,0.0,0.0,0.0
2955,requerir,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,3.57,3.3,0.0,0.0,1.08,0.0,0.0,0.0,0.0
2956,amplio,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,4.55,1.75,2.11,1.63,1.99,1.64,1.09,1.14,0.0
2957,preparar,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.33,4.68,2.16,0.0,4.55,0.0,0.0,0.0,0.0
2958,sal,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.48,4.57,4.47,3.63,3.46,4.45,3.4,3.77,3.8,2.09
2959,nariz,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.22,4.3,1.49,0.0,0.0,4.47,0.0,0.0,0.0,0.0
2960,plural,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.55,3.89,4.08,1.98,2.26,3.76,3.59,3.36,2.77,1.37
2961,enfado,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.47,2.51,0.0,0.0,1.81,0.0,0.0,0.0,0.0
2962,reclamar,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,4.08,4.37,0.0,0.0,4.24,0.0,0.0,0.0,0.0
2963,continente,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.04,4.44,1.64,4.25,1.64,4.43,1.44,0.0,0.0,0.0
2964,wie,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.92,2.38,2.18,2.65,2.78,2.1,6.65,2.8,5.41,2.34
2965,seine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.17,2.71,2.42,2.89,4.61,2.16,6.03,2.75,2.95,2.21
